Cpu,Gpu,Memory,Price,Cpu_Value,Cpu_Generation,Memory_Type,Gpu_Category
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,48538.08,1,Intel Core i5,1,Card onboard
Intel Celeron Dual Core N3350 1.1GHz,intel hd graphics 500,Flash Storage,18115.2,1,Other,0,Card onboard
Intel Core i5 7200U 2.5GHz,amd radeon 520,SSD,32979.7872,1,Intel Core i5,1,Khác
Intel Core i5 8250U 1.6GHz,intel uhd graphics 620,SSD,85194.72,1,Intel Core i5,1,Card onboard
Intel Celeron Dual Core N3350 1.1GHz,intel hd graphics 500,HDD,15930.72,1,Other,2,Card onboard
Intel Celeron Dual Core N3060 1.6GHz,intel hd graphics 400,SSD,14119.2,1,Other,1,Card onboard
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,50562.72,1,Intel Core i5,1,Card onboard
Intel Core i7 7500U 2.7GHz,intel hd graphics 620,SSD +  HDD,65214.72,1,Intel Core i7,1,Card onboard
Intel Core i5 8250U 1.6GHz,nvidia geforce mx150,HDD,32660.64,1,Intel Core i5,2,Card rời
Intel Core i7 7500U 2.7GHz,intel hd graphics 620,SSD,70489.44,1,Intel Core i7,1,Card onboard
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1060,SSD +  HDD,61218.72,1,Intel Core i7,1,Card rời
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,47898.72,1,Intel Core i5,1,Card onboard
Intel Core i7 7500U 2.7GHz,nvidia geforce 940mx,HDD,34045.92,1,Intel Core i7,2,Card rời
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,HDD,44542.08,1,Intel Core i5,2,Card onboard
Intel Core i7 8550U 1.8GHz,amd radeon 530,SSD +  HDD,64961.1072,1,Intel Core i7,1,Khác
Intel Core i7 8550U 1.8GHz,nvidia geforce mx150,SSD,74589.336,1,Intel Core i7,1,Card rời
Intel Celeron Dual Core N3350 1.1GHz,intel hd graphics 500,Flash Storage,13053.6,1,Other,0,Card onboard
Intel Core i5 8250U 1.6GHz,intel uhd graphics 620,HDD,27783.9216,1,Intel Core i5,2,Card onboard
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx1080,SSD,158135.04,1,Intel Core i7,1,Card rời
Intel Core i5 7200U 2.5GHz,nvidia geforce 930mx,SSD,47365.92,1,Intel Core i5,1,Card rời
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx1050 ti,SSD +  HDD,80133.12,1,Intel Core i7,1,Card rời
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1060,SSD +  HDD,74538.72,1,Intel Core i7,1,Card rời
Intel Core i7 7500U 2.7GHz,intel hd graphics 620,SSD,74538.72,1,Intel Core i7,1,Card onboard
Intel Core i5 7300U 2.6GHz,intel hd graphics 620,SSD,68184.0144,1,Intel Core i5,1,Card onboard
Intel Core i3 6006U 2GHz,intel hd graphics 520,SSD,36709.92,1,Intel Core i3,1,Card onboard
Intel Core i5 8250U 1.6GHz,amd radeon 530,SSD +  HDD,47365.92,1,Intel Core i5,1,Khác
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,SSD,71395.2,1,Intel Core i5,1,Card onboard
Intel Core i7 7500U 2.7GHz,nvidia geforce 920mx,HDD,42570.72,1,Intel Core i7,2,Card rời
Intel Core i3 6006U 2GHz,nvidia geforce 920mx,HDD,24455.52,1,Intel Core i3,2,Card rời
Intel Core i5 7200U 2.5GHz,amd radeon r5 m430,HDD,31168.8,1,Intel Core i5,2,Khác
Intel Core i5 7440HQ 2.8GHz,intel hd graphics 620,SSD,73366.56,1,Intel Core i5,1,Card onboard
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1070,SSD +  HDD,160520.3856,1,Intel Core i7,1,Card rời
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,HDD,45820.8,1,Intel Core i5,2,Card onboard
Intel Core i7 7500U 2.7GHz,nvidia geforce gtx 960m,SSD +  HDD,69210.72,1,Intel Core i7,1,Card rời
Intel Celeron Quad Core N3450 1.1GHz,intel hd graphics 500,SSD,19660.32,1,Other,1,Card onboard
Intel Core i5 7300HQ 2.5GHz,nvidia geforce gtx 1060,SSD +  HDD,87858.72,1,Intel Core i5,1,Card rời
Intel Core i7 7600U 2.8GHz,nvidia geforce 930mx,SSD,72940.32,1,Intel Core i7,1,Card rời
Intel Core i5 8250U 1.6GHz,amd radeon 530,SSD,42486.0048,1,Intel Core i5,1,Khác
Intel Pentium Quad Core N3710 1.6GHz,intel hd graphics 405,SSD,21258.1872,1,Other,1,Card onboard
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1060,HDD,95850.72,1,Intel Core i7,2,Card rời
Intel Core i7 7500U 2.7GHz,nvidia geforce 940mx,SSD,45767.52,1,Intel Core i7,1,Card rời
Intel Core i7 8550U 1.8GHz,intel uhd graphics 620,SSD,74538.72,1,Intel Core i7,1,Card onboard
Intel Core i3 6006U 2GHz,intel hd graphics 520,SSD,39207.1536,1,Intel Core i3,1,Card onboard
Intel Core i7 7500U 2.7GHz,intel hd graphics 620,SSD,61005.6,1,Intel Core i7,1,Card onboard
Intel Core i5 7300HQ 2.5GHz,nvidia geforce gtx 1050,HDD,42517.44,1,Intel Core i5,2,Card rời
AMD E-Series 7110 1.8GHz,amd radeon r2 graphics,HDD,18594.72,2,Other,2,Khác
Intel Core i3 7100U 2.4GHz,intel hd graphics 620,SSD,37589.04,1,Intel Core i3,1,Card onboard
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,HDD,41824.8,1,Intel Core i5,2,Card onboard
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,HDD,24634.008,1,Intel Core i5,2,Card onboard
Intel Core i3 6006U 2GHz,intel hd graphics 520,HDD,21152.16,1,Intel Core i3,2,Card onboard
Intel Core i7 7500U 2.7GHz,intel hd graphics 620,SSD,92121.12,1,Intel Core i7,1,Card onboard
Intel Core i3 6006U 2GHz,intel hd graphics 520,SSD,26586.72,1,Intel Core i3,1,Card onboard
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,59513.2272,1,Intel Core i5,1,Card onboard
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1070,SSD +  HDD,143802.72,1,Intel Core i7,1,Card rời
Intel Core i3 6006U 2GHz,intel hd graphics 520,HDD,28992.312,1,Intel Core i3,2,Card onboard
Intel Core i7 7500U 2.7GHz,nvidia geforce 930mx,HDD,68198.4,1,Intel Core i7,2,Card rời
Intel Celeron Dual Core N3350 1.1GHz,intel hd graphics 500,HDD,11934.72,1,Other,2,Card onboard
Intel Atom x5-Z8350 1.44GHz,intel hd graphics,Flash Storage,13586.4,1,Other,0,Card onboard
Intel Core i7 7500U 2.7GHz,nvidia geforce 940mx,SSD +  HDD,50562.72,1,Intel Core i7,1,Card rời
AMD A10-Series A10-9620P 2.5GHz,amd radeon 530,SSD,30310.992,2,Other,1,Khác
Intel Core i3 6006U 2GHz,amd radeon r5 m420,HDD,32921.712,1,Intel Core i3,2,Khác
Intel Celeron Dual Core N3350 2.0GHz,intel hd graphics 500,Flash Storage,18594.72,1,Other,0,Card onboard
Intel Core i3 7130U 2.7GHz,intel hd graphics 620,SSD,33566.4,1,Intel Core i3,1,Card onboard
Intel Core M 6Y75 1.2GHz,intel hd graphics 515,SSD,104695.2,1,Other,1,Card onboard
Intel Core i7 7700HQ 2.8GHz,nvidia quadro m620m,SSD,159786.72,1,Intel Core i7,1,Card rời
Intel Core i5 7300HQ 2.5GHz,nvidia geforce gtx 1050,SSD +  HDD,44701.92,1,Intel Core i5,1,Card rời
Intel Core i5 8250U 1.6GHz,intel uhd graphics 620,SSD,85194.72,1,Intel Core i5,1,Card onboard
Intel Core i5 7300U 2.6GHz,intel hd graphics 620,HDD,51095.52,1,Intel Core i5,2,Card onboard
Intel Pentium Quad Core N4200 1.1GHz,intel hd graphics 505,HDD,18328.32,1,Other,2,Card onboard
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,HDD,52747.2,1,Intel Core i5,2,Card onboard
Intel Core i5 7440HQ 2.8GHz,nvidia quadro m1200,HDD,99153.5472,1,Intel Core i5,2,Card rời
Intel Pentium Quad Core N3710 1.6GHz,intel hd graphics 405,HDD,20725.92,1,Other,2,Card onboard
AMD A9-Series A9-9420 3GHz,amd radeon 530,SSD,34578.72,2,Other,1,Khác
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,44222.4,1,Intel Core i5,1,Card onboard
Intel Core i5 8250U 1.6GHz,intel hd graphics 620,HDD,36496.8,1,Intel Core i5,2,Card onboard
Intel Atom x5-Z8350 1.44GHz,intel hd graphics,SSD,13266.72,1,Other,1,Card onboard
Intel Core i7 7500U 2.7GHz,intel hd graphics 620,SSD,99367.2,1,Intel Core i7,1,Card onboard
Intel Core i7 6820HK 2.7GHz,nvidia geforce gtx 1070,SSD +  HDD,141884.64,1,Intel Core i7,1,Card rời
Intel Core i7 7820HK 2.9GHz,nvidia geforce gtx 1070,SSD +  HDD,145401.12,1,Intel Core i7,1,Card rời
Intel Core i7 7500U 2.7GHz,amd radeon r5 m430,SSD,39907.2528,1,Intel Core i7,1,Khác
Intel Celeron Quad Core N3450 1.1GHz,intel hd graphics 500,SSD,20725.92,1,Other,1,Card onboard
Intel Core i5 7300U 2.6GHz,intel hd graphics 620,HDD,53733.9456,1,Intel Core i5,2,Card onboard
Intel Core i3 7100U 2.4GHz,intel hd graphics 620,SSD,38308.32,1,Intel Core i3,1,Card onboard
Intel Core i7 7600U 2.8GHz,nvidia geforce 930mx,SSD,81912.1392,1,Intel Core i7,1,Card rời
Intel Celeron Dual Core N3060 1.6GHz,intel hd graphics 400,Flash Storage,15717.6,1,Other,0,Card onboard
Intel Core i7 6820HK 2.7GHz,nvidia geforce gtx 980m,SSD +  HDD,125154.72,1,Intel Core i7,1,Card rời
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1050,SSD +  HDD,79813.44,1,Intel Core i7,1,Card rời
Intel Core i7 6600U 2.6GHz,intel hd graphics 520,SSD,89137.44,1,Intel Core i7,1,Card onboard
Intel Core i7 8550U 1.8GHz,intel hd graphics 620,HDD,32447.52,1,Intel Core i7,2,Card onboard
Intel Core i5 7300HQ 2.5GHz,nvidia geforce gtx 1060,SSD +  HDD,94305.6,1,Intel Core i5,1,Card rời
Intel Core i5 7200U 2.5GHz,intel hd graphics 520,HDD,39373.92,1,Intel Core i5,2,Card onboard
AMD A12-Series 9720P 3.6GHz,amd radeon 530,SSD,50562.72,2,Other,1,Khác
Intel Core M 7Y30 1.0GHz,intel hd graphics 615,SSD,32127.84,1,Other,1,Card onboard
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1050,SSD +  HDD,90522.72,1,Intel Core i7,1,Card rời
Intel Core i3 6006U 2GHz,intel hd graphics 520,HDD,28185.12,1,Intel Core i3,2,Card onboard
Intel Core i3 6100U 2.3GHz,intel hd graphics 520,HDD,24455.52,1,Intel Core i3,2,Card onboard
Intel Core i7 7500U 2.7GHz,intel hd graphics 620,SSD,107892.0,1,Intel Core i7,1,Card onboard
Intel Core i5 7300HQ 2.5GHz,intel hd graphics 630,SSD,78534.72,1,Intel Core i5,1,Card onboard
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,88977.6,1,Intel Core i5,1,Card onboard
Intel Core i7 7700HQ 2.8GHz,nvidia quadro m620,SSD,93932.64,1,Intel Core i7,1,Card rời
Intel Core i7 7500U 2.7GHz,intel hd graphics 620,SSD,64948.32,1,Intel Core i7,1,Card onboard
Intel Core i3 7100U 2.4GHz,intel hd graphics 620,HDD,35616.6144,1,Intel Core i3,2,Card onboard
Intel Celeron Quad Core N3450 1.1GHz,intel hd graphics 500,Flash Storage,17529.12,1,Other,0,Card onboard
Intel Core i7 6820HK 2.7GHz,nvidia geforce gtx 970m,SSD +  HDD,117162.72,1,Intel Core i7,1,Card rời
Intel Core i3 6006U 2GHz,amd radeon r5 m420,HDD,24775.2,1,Intel Core i3,2,Khác
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1060,SSD +  HDD,122490.72,1,Intel Core i7,1,Card rời
Intel Core i7 6500U 2.5GHz,intel hd graphics 520,SSD,74538.72,1,Intel Core i7,1,Card onboard
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,HDD,30049.92,1,Intel Core i5,2,Card onboard
Intel Core i7 7700HQ 2.8GHz,intel hd graphics 630,SSD,69210.72,1,Intel Core i7,1,Card onboard
Intel Pentium Quad Core N3710 1.6GHz,intel hd graphics 405,Flash Storage,18594.72,1,Other,0,Card onboard
Intel Xeon E3-1535M v6 3.1GHz,nvidia quadro m2200m,SSD,261018.72,1,Other,1,Card rời
Intel Core i7 6700HQ 2.6GHz,nvidia geforce gtx 960<u+039c>,HDD,46833.6528,1,Intel Core i7,2,Card rời
Intel Core i3 6006U 2.0GHz,intel hd graphics 520,HDD,23650.992,1,Intel Core i3,2,Card onboard
Intel Core i3 6006U 2.0GHz,intel hd graphics 520,HDD,19127.52,1,Intel Core i3,2,Card onboard
Intel Core i5 7300U 2.6GHz,intel hd graphics 620,HDD,46300.32,1,Intel Core i5,2,Card onboard
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1050,SSD +  HDD,62231.04,1,Intel Core i7,1,Card rời
Intel Core i7 7500U 2.7GHz,intel hd graphics 620,SSD,74005.92,1,Intel Core i7,1,Card onboard
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1070,SSD +  HDD,120831.5808,1,Intel Core i7,1,Card rời
Intel Celeron Quad Core N3160 1.6GHz,intel hd graphics 400,Flash Storage,20193.12,1,Other,0,Card onboard
Intel Core i5 7300U 2.6GHz,intel hd graphics 620,SSD,59886.72,1,Intel Core i5,1,Card onboard
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,SSD,78055.2,1,Intel Core i5,1,Card onboard
Intel Core i5 8250U 1.6GHz,amd radeon 530,HDD,41345.28,1,Intel Core i5,2,Khác
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,42570.72,1,Intel Core i5,1,Card onboard
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,HDD,49656.96,1,Intel Core i5,2,Card onboard
Intel Atom x5-Z8350 1.44GHz,intel hd graphics,Flash Storage,12733.92,1,Other,0,Card onboard
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,24935.04,1,Intel Core i5,1,Card onboard
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,HDD,34046.4528,1,Intel Core i5,2,Card onboard
Intel Core i7 7500U 2.7GHz,intel hd graphics 620,SSD,101232.0,1,Intel Core i7,1,Card onboard
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1050 ti,SSD +  HDD,78801.12,1,Intel Core i7,1,Card rời
Intel Core i5 8250U 1.6GHz,intel uhd graphics 620,SSD,44169.12,1,Intel Core i5,1,Card onboard
Intel Core i3 6006U 2GHz,nvidia geforce 920mx,HDD,30849.12,1,Intel Core i3,2,Card rời
Intel Celeron Dual Core N3350 1.1GHz,intel hd graphics 500,HDD,21258.72,1,Other,2,Card onboard
Intel Core i5 7300HQ 2.5GHz,nvidia geforce gtx 1050,HDD,48304.7136,1,Intel Core i5,2,Card rời
Intel Core i5 8250U 1.6GHz,intel uhd graphics 620,SSD,99580.32,1,Intel Core i5,1,Card onboard
Intel Celeron Dual Core N3060 1.6GHz,intel hd graphics 400,Flash Storage,13266.72,1,Other,0,Card onboard
Intel Core i7 7500U 2.7GHz,intel hd graphics 620,SSD,93635.3376,1,Intel Core i7,1,Card onboard
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1050,SSD,127818.72,1,Intel Core i7,1,Card rời
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1050m,SSD +  HDD,59087.52,1,Intel Core i7,1,Card rời
AMD A9-Series 9420 3GHz,amd radeon r5,HDD,27753.552,2,Other,2,Khác
Intel Core i7 7500U 2.7GHz,intel hd graphics 620,SSD,130536.0,1,Intel Core i7,1,Card onboard
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1050 ti,HDD,62284.32,1,Intel Core i7,2,Card rời
Intel Core i3 6006U 2GHz,intel hd graphics 520,HDD,23976.0,1,Intel Core i3,2,Card onboard
Intel Celeron Dual Core N3060 1.6GHz,intel hd graphics,Flash Storage,14598.72,1,Other,0,Card onboard
Intel Core i5 7200U 2.5GHz,intel graphics 620,SSD,48964.32,1,Intel Core i5,1,Card onboard
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1060,SSD,138474.72,1,Intel Core i7,1,Card rời
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,SSD,64628.64,1,Intel Core i5,1,Card onboard
Intel Core i7 7500U 2.7GHz,intel hd graphics 620,SSD,84395.52,1,Intel Core i7,1,Card onboard
Intel Core i7 6820HK 2.7GHz,nvidia geforce gtx 1080,SSD,149130.72,1,Intel Core i7,1,Card rời
Intel Core i5 7300HQ 2.5GHz,nvidia geforce gtx 1050,HDD,37775.52,1,Intel Core i5,2,Card rời
Intel Core i5 8250U 1.6GHz,intel uhd graphics 620,SSD,77250.672,1,Intel Core i5,1,Card onboard
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1050 ti,SSD +  HDD,63499.104,1,Intel Core i7,1,Card rời
Intel Core i3 6006U 2GHz,intel hd graphics 520,HDD,19441.872,1,Intel Core i3,2,Card onboard
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,HDD,56689.92,1,Intel Core i5,2,Card onboard
Intel Core i7 8550U 1.8GHz,amd radeon 530,SSD,48964.32,1,Intel Core i7,1,Khác
Intel Core i7 8550U 1.8GHz,amd radeon 530,SSD +  HDD,60472.8,1,Intel Core i7,1,Khác
Intel Core i7 6700HQ 2.6GHz,nvidia geforce gtx 960,SSD +  HDD,63722.88,1,Intel Core i7,1,Card rời
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1070,SSD +  HDD,167691.8736,1,Intel Core i7,1,Card rời
Intel Core i5 6300U 2.4GHz,intel hd graphics 520,SSD,65481.12,1,Intel Core i5,1,Card onboard
Intel Celeron Dual Core N3350 1.1GHz,intel hd graphics 500,HDD,22324.32,1,Other,2,Card onboard
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,HDD,28504.8,1,Intel Core i5,2,Card onboard
Intel Core i3 6006U 2GHz,amd radeon r5 m430,HDD,28717.92,1,Intel Core i3,2,Khác
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1060,SSD +  HDD,79215.1056,1,Intel Core i7,1,Card rời
Intel Core i3 6100U 2.1GHz,intel hd graphics 520,SSD,26533.44,1,Intel Core i3,1,Card onboard
Intel Core i7 7500U 2.7GHz,amd radeon 530,HDD,39693.6,1,Intel Core i7,2,Khác
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,67026.24,1,Intel Core i5,1,Card onboard
Intel Core i3 6006U 2GHz,intel hd graphics 520,SSD,21951.36,1,Intel Core i3,1,Card onboard
Intel Core i7 7600U 2.8GHz,intel iris plus graphics 640,SSD,99519.048,1,Intel Core i7,1,Card onboard
Intel Core i5 7200U 2.5GHz,amd radeon r5 m430,SSD +  HDD,43580.376,1,Intel Core i5,1,Khác
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,55091.52,1,Intel Core i5,1,Card onboard
AMD E-Series E2-9000 2.2GHz,amd radeon r2 graphics,SSD,18594.72,2,Other,1,Khác
Intel Core i3 7100U 2.4GHz,nvidia geforce 940mx,SSD,37242.72,1,Intel Core i3,1,Card rời
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1050,SSD +  HDD,68944.32,1,Intel Core i7,1,Card rời
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,60472.8,1,Intel Core i5,1,Card onboard
Intel Celeron Dual Core N3350 1.1GHz,intel hd graphics 500,Flash Storage,26373.6,1,Other,0,Card onboard
Intel Core i7 8550U 1.8GHz,intel hd graphics 620,SSD,122490.72,1,Intel Core i7,1,Card onboard
Intel Core i5 7300HQ 2.5GHz,nvidia geforce gtx 1050 ti,SSD,69210.72,1,Intel Core i5,1,Card rời
Intel Core i5 7300HQ 2.5GHz,nvidia geforce gtx 1050,SSD,53168.112,1,Intel Core i5,1,Card rời
Intel Celeron Dual Core N3350 1.1GHz,intel hd graphics 500,SSD,22324.32,1,Other,1,Card onboard
Intel Core i5 7300HQ 2.5GHz,nvidia geforce gtx 1060,SSD +  HDD,109277.28,1,Intel Core i5,1,Card rời
Intel Core i3 6006U 2GHz,amd radeon r5 520,SSD,37242.72,1,Intel Core i3,1,Khác
Intel Core i7 8550U 1.8GHz,intel uhd graphics 620,SSD,79866.72,1,Intel Core i7,1,Card onboard
Intel Core i7 7820HK 2.9GHz,nvidia geforce gtx 1070,SSD +  HDD,149916.6,1,Intel Core i7,1,Card rời
Intel Core i5 7200U 2.5GHz,amd radeon 520,HDD,32639.8608,1,Intel Core i5,2,Khác
Intel Core i3 6006U 2GHz,amd radeon r5 m430,HDD,29073.2976,1,Intel Core i3,2,Khác
AMD A10-Series 9600P 2.4GHz,amd radeon r7 m440,HDD,30316.32,2,Other,2,Khác
Intel Celeron Dual Core 3855U 1.6GHz,intel hd graphics 510,HDD,16943.04,1,Other,2,Card onboard
Intel Celeron Dual Core 3855U 1.6GHz,intel hd graphics 510,Flash Storage,19980.0,1,Other,0,Card onboard
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,37242.72,1,Intel Core i5,1,Card onboard
Intel Core i7 7700HQ 2.8GHz,nvidia quadro m1200,HDD,101657.7072,1,Intel Core i7,2,Card rời
Intel Core i7 7500U 2.7GHz,intel hd graphics 620,SSD,137995.2,1,Intel Core i7,1,Card onboard
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,51841.44,1,Intel Core i5,1,Card onboard
Intel Celeron Dual Core N3050 1.6GHz,intel hd graphics,Flash Storage,14332.32,1,Other,0,Card onboard
Intel Core i7 7500U 2.7GHz,intel hd graphics 620,SSD,93186.72,1,Intel Core i7,1,Card onboard
Intel Core M M3-6Y30 0.9GHz,intel hd graphics 515,Flash Storage,35644.32,1,Other,0,Card onboard
Intel Core i7 6500U 2.5GHz,intel hd graphics 520,SSD,100006.56,1,Intel Core i7,1,Card onboard
Intel Core i5 7300HQ 2.5GHz,nvidia geforce gtx 1050,HDD,43636.32,1,Intel Core i5,2,Card rời
AMD A9-Series 9420 2.9GHz,amd radeon 530,SSD,21258.72,2,Other,1,Khác
AMD A12-Series 9720P 3.6GHz,amd radeon r7,HDD,22857.12,2,Other,2,Khác
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,HDD +  HDD,33110.856,1,Intel Core i5,2,Card onboard
Intel Core i3 6006U 2GHz,intel hd graphics 520,HDD,23976.0,1,Intel Core i3,2,Card onboard
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,42357.6,1,Intel Core i5,1,Card onboard
Intel Core i5 8250U 1.6GHz,intel uhd graphics 620,SSD,53226.72,1,Intel Core i5,1,Card onboard
Intel Core i7 6500U 2.5GHz,nvidia quadro m520m,SSD,98834.4,1,Intel Core i7,1,Card rời
Intel Core i5 6300HQ 2.3GHz,intel hd graphics 520,SSD,63456.48,1,Intel Core i5,1,Card onboard
AMD A10-Series 9620P 2.5GHz,amd radeon 530,HDD,34898.9328,2,Other,2,Khác
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1050 ti,SSD +  HDD,66546.72,1,Intel Core i7,1,Card rời
Intel Core i5 7440HQ 2.8GHz,nvidia geforce 930mx,SSD,58021.92,1,Intel Core i5,1,Card rời
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,HDD,38681.28,1,Intel Core i5,2,Card onboard
Intel Celeron Dual Core N3350 1.1GHz,intel hd graphics 500,Flash Storage,15877.44,1,Other,0,Card onboard
Intel Core i5 7300U 2.6GHz,intel hd graphics 620,SSD,76012.4448,1,Intel Core i5,1,Card onboard
Intel Core i5 7200U 2.5GHz,nvidia geforce 920mx,SSD,45664.6896,1,Intel Core i5,1,Card rời
Intel Core i5 7300U 2.6GHz,intel hd graphics 620,SSD,62817.12,1,Intel Core i5,1,Card onboard
AMD A6-Series 7310 2GHz,amd radeon r4,HDD,15877.44,2,Other,2,Khác
Intel Atom Z8350 1.92GHz,intel hd graphics 400,HDD,14119.2,1,Other,2,Card onboard
Intel Core i7 7500U 2.7GHz,nvidia geforce 930mx,SSD,63936.0,1,Intel Core i7,1,Card rời
Intel Core i7 6500U 2.5GHz,intel hd graphics 520,SSD,89864.1792,1,Intel Core i7,1,Card onboard
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,44574.048,1,Intel Core i5,1,Card onboard
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,79866.72,1,Intel Core i5,1,Card onboard
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1070,SSD +  HDD,194972.832,1,Intel Core i7,1,Card rời
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1050 ti,SSD +  HDD,71847.0144,1,Intel Core i7,1,Card rời
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,HDD,26101.872,1,Intel Core i5,2,Card onboard
Intel Core i3 7100U 2.4GHz,intel hd graphics 620,HDD,34578.72,1,Intel Core i3,2,Card onboard
Intel Core i5 7200U 2.5GHz,amd radeon r7 m445,HDD,31409.6256,1,Intel Core i5,2,Khác
AMD A9-Series 9420 3GHz,amd radeon 520,HDD,26053.92,2,Other,2,Khác
Intel Core i7 6700HQ 2.6GHz,nvidia geforce gtx 1060,SSD +  HDD,103096.8,1,Intel Core i7,1,Card rời
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,HDD,34578.72,1,Intel Core i5,2,Card onboard
AMD A9-Series A9-9420 3GHz,amd radeon 520,SSD +  HDD,34632.0,2,Other,1,Khác
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,HDD,29783.52,1,Intel Core i5,2,Card onboard
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,51148.8,1,Intel Core i5,1,Card onboard
Intel Core i7 7500U 2.7GHz,intel hd graphics 620,HDD,41505.12,1,Intel Core i7,2,Card onboard
Intel Core i7 7700HQ 2.8GHz,nvidia quadro m2200,SSD,128884.32,1,Intel Core i7,1,Card rời
Intel Core i5 8250U 1.6GHz,intel uhd graphics 620,HDD,35111.52,1,Intel Core i5,2,Card onboard
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1060,SSD +  HDD,111593.8944,1,Intel Core i7,1,Card rời
Intel Core i3 6006U 2GHz,intel hd graphics 520,HDD,21887.424,1,Intel Core i3,2,Card onboard
Intel Core i7 7500U 2.7GHz,nvidia geforce 940mx,SSD +  HDD,64308.96,1,Intel Core i7,1,Card rời
Intel Core i3 6006U 2GHz,intel hd graphics 520,SSD,35431.2,1,Intel Core i3,1,Card onboard
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,81784.8,1,Intel Core i5,1,Card onboard
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,53226.72,1,Intel Core i5,1,Card onboard
Intel Core i7 7600U 2.8GHz,nvidia quadro m520m,SSD,175770.72,1,Intel Core i7,1,Card rời
Intel Celeron Dual Core N3060 1.6GHz,intel hd graphics 400,Flash Storage,17582.4,1,Other,0,Card onboard
Intel Core i7 7500U 2.7GHz,intel hd graphics 620,SSD,87858.72,1,Intel Core i7,1,Card onboard
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,60031.1088,1,Intel Core i5,1,Card onboard
Intel Xeon E3-1535M v5 2.9GHz,nvidia quadro m2000m,SSD,233845.92,1,Other,1,Card rời
